Category,Recommended action,Your decision,Monday card ID,Order number,Card name,Monday board,Exists on Monday,Status,Invoice / PO,Order date,Last seen,Why it is here,Your notes
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8587308910","250214","Waldner’s / 250214","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-02-27","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8774380325","250303","BFI / 250303","Shipped Orders AKF","No - deleted","Shipped","","2025-03-24","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8741345199","250304","JC White / 250304","Shipped Orders AKF","No - deleted","Shipped","","2025-03-19","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8764092000","250305","SOS / 250305g","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-03-21","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080332","250307","The Workplace Group / 250307","Order Track AKF","No - deleted","In Progress (38%)","","2025-03-24","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8790092307","250308","Empire Office / 250308","Shipped Orders AKF","No - deleted","Shipped","","2025-03-26","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8873838561","250309","WB Wood / 250309","Shipped Orders AKF","No - deleted","In Progress (75%)","","2025-04-07","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8818354690","250310","Architect Of the Capitol / 250310","Shipped Orders AKF","No - deleted","Shipped","","2025-03-27","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8873945784","250401","Friends Office / 250401","Shipped Orders AKF","No - deleted","Shipped","","2025-04-07","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8925999125","250402","Benhar Office / 250402","Shipped Orders AKF","No - deleted","In Progress (63%)","","2025-04-09","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8925999219","250403","Benhar Office / 250403","Shipped Orders AKF","No - deleted","Shipped","","2025-04-09","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8936558195","250404","US District Court / 250404","Shipped Orders AKF","No - deleted","Shipped","","2025-04-15","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8934399098","250405","Creative Office Resources (COR) / 250405 (NPB Phase 1)","Shipped Orders AKF","No - deleted","Shipped","","2025-04-14","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8947170777","250406","S-O-S / 250406","Shipped Orders AKF","No - deleted","Shipped","","2025-04-16","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8967902001","250407","MOI  / 250407","Shipped Orders AKF","No - deleted","Shipped","","2025-04-21","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8968072381","250408","Friends Office / 250408","Shipped Orders AKF","No - deleted","Shipped","","2025-04-21","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9058179775","250409","Creative Office Resources (COR) / 250409","Shipped Orders AKF","No - deleted","Shipped","","2025-05-01","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","8996193640","250410","Office Works / 250410","Shipped Orders AKF","No - deleted","In Progress (51%)","","2025-04-23","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9032615745","250411","Creative hy Office Resources (COR) / 250411","Shipped Orders AKF","No - deleted","Shipped","","2025-04-29","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9038062110","250412","P-O-S / 250412","Shipped Orders AKF","No - deleted","Shipped","","2025-04-30","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9047214396","250502","Creative Office Resources / 250502","Shipped Orders AKF","No - deleted","In Progress (75%)","","2025-05-01","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9047164208","250503","MOI / 250503","Shipped Orders AKF","No - deleted","Shipped","","2025-05-01","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9058164787","250504","Lane Office / 250504","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-05-02","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9058396893","250505","MOI / 250505","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-05-02","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9078820403","250506","AFD Fiserv / 250506","Shipped Orders AKF","No - deleted","Shipped","","2025-05-06","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9156722365","250508","Henricksen / 250508","Shipped Orders AKF","No - deleted","Shipped","","2025-05-15","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","10519701303","250508R","Henricksen / 250508R","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-05-15","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9193489289","250509","Union Office / 250509","Shipped Orders AKF","No - deleted","Shipped","","2025-05-15","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9193689597","250510","Empire Office / 250510","Shipped Orders AKF","No - deleted","Shipped","","2025-05-20","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9280006152","250511","One Worksplace/ 250511","Shipped Orders AKF","No - deleted","In Progress (63%)","","2025-05-30","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9221812560","250513","American design / 250513","Shipped Orders AKF","No - deleted","Shipped","","2025-05-22","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9222088175","250514","Inside Source / 250514","Shipped Orders AKF","No - deleted","Shipped","","2025-05-23","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9249213717","250515","Commercial Office Environments / 250515","Shipped Orders AKF","No - deleted","Shipped","","2025-05-28","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080412","250515R","COE/250515R","Order Track AKF","No - deleted","In Progress (88%)","","2026-06-04","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9261444045","250517","Creative Office Resources (COR) / 250517","Shipped Orders AKF","No - deleted","Shipped","","2025-05-29","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9266033694","250518","Business  Interiors / 250518","Shipped Orders AKF","No - deleted","Shipped","","2025-05-30","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9284346796","250601","Bialek / 250601","Shipped Orders AKF","No - deleted","Shipped","","2025-06-02","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9310697582","250604","MOI / 250604","Shipped Orders AKF","No - deleted","Shipped","","2025-06-04","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","18003788996","250605","Washington Office Interiors / 250605","Shipped Orders AKF","No - deleted","Shipped","","2025-06-04","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9314340605","250606","MY Office Interiors Limited / 250606","Shipped Orders AKF","No - deleted","Shipped","","2025-06-05","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9331172566","250608","Benhar / 250608","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-06-09","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080404","250609","CFI / 250609","Order Track AKF","No - deleted","In Progress (88%)","","2025-06-10","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","11976268176","250610R","Commercial Interiors / 250610R","Order Track AKF","No - deleted","In Progress (100%)","","2026-04-29","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080415","250610R","Commercial Interiors / 250610R","Order Track AKF","No - deleted","In Progress (100%)","","2026-04-29","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9403382394","250611","Business Interiors / 250611","Shipped Orders AKF","No - deleted","Shipped","","2025-06-17","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9404810933","250612","Office Works / 250612","Shipped Orders AKF","No - deleted","Shipped","","2025-06-18","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9430479752","250614","Community Health HQ / 250614","Shipped Orders AKF","No - deleted","Shipped","","2025-06-20","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9454736458","250617","Waldners / 250617","Shipped Orders AKF","No - deleted","Shipped","","2025-06-25","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9469694277","250619","Benhar Office/ 250619","Shipped Orders AKF","No - deleted","Shipped","","2025-06-27","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9491536877","250701","Continua Interiors / 250701","Shipped Orders AKF","No - deleted","Shipped","","2025-07-01","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9516646222","250702","Henricksen / 250702","Shipped Orders AKF","No - deleted","Shipped","","2025-07-01","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9517441095","250703","Business Interiors / 250703","Shipped Orders AKF","No - deleted","Shipped","","2025-07-03","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9584043190","250707","Dustin Construction, Inc. / 250707","Shipped Orders AKF","No - deleted","Shipped","","2025-07-14","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9584464721","250708","Storage Systems USA / 250708","Shipped Orders AKF","No - deleted","Shipped","","2025-07-14","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9652685296","250709","SOF Stamford Office Furniture / 250709","Shipped Orders AKF","No - deleted","Shipped","","2025-07-22","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9693728069","250712","Empire Office / 250712","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-07-29","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9725658109","250801","STS Innovative Interiors / 250801","Shipped Orders AKF","No - deleted","Shipped","","2025-08-01","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9807461601","250804","Continua Interiors / 250804","Shipped Orders AKF","No - deleted","Shipped","","2025-08-11","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9871650557","250808","Hartman / 250808","Shipped Orders AKF","No - deleted","Shipped","","2025-08-21","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9902847412","250810","Royer Commercial Interiors / 250810","Shipped Orders AKF","No - deleted","Shipped","","2025-08-26","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9901551663","250811","GM Business Interiors / 250811zq q","Shipped Orders AKF","No - deleted","Shipped","","2025-08-26","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","9985319531","250901","WB Wood  / 250901","Shipped Orders AKF","No - deleted","Shipped","","2025-09-05","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","10031683315","250902","Soyka Smith / 250902","Shipped Orders AKF","No - deleted","In Progress (75%)","","2025-09-11","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","10054031891","250905","David G. Rosen, Inc. / 250905","Shipped Orders AKF","No - deleted","Shipped","","2025-09-11","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","10065067474","250906","Re District / 250906","Shipped Orders AKF","No - deleted","Shipped","","2025-09-16","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","10070432460","250907","United States Air Force / 250907","Shipped Orders AKF","No - deleted","Shipped","","2025-09-17","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","10082018966","250911","Inside Source / 250911","Shipped Orders AKF","No - deleted","In Progress (63%)","","2025-09-18","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","18035628868","250913","CFI / 250913","Shipped Orders AKF","No - deleted","In Progress (87%)","","2025-09-24","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","18099228628","251001","CFI / 251001","Shipped Orders AKF","No - deleted","In Progress (75%)","","2025-10-02","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","18127361135","251002","Pradere / 251002","Shipped Orders AKF","No - deleted","Shipped","","2025-10-07","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080406","251006","Creative Office Resources (COR) / 251006","Order Track AKF","No - deleted","In Progress (26%)","","2025-10-10","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","18301462668","251012","WB Wood / 251012","Shipped Orders AKF","No - deleted","Shipped","","2025-10-29","2026-05-13T07:32:24.461Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080401","251207","AFD / 251207","Order Track AKF","No - deleted","In Progress (76%)","","2025-12-24","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080402","251208","AFD / 251208","Order Track AKF","No - deleted","In Progress (76%)","","2025-12-24","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080416","260105","Innovative Bussiness Interiors / 260105","Order Track AKF","No - deleted","In Progress (26%)","","2026-01-21","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192086263","260201","AFD / 260201","Order Track AKF","No - deleted","In Progress (88%)","","2026-02-23","2026-06-08T08:56:15.727Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192086264","260202","MOI / 260202","Order Track AKF","No - deleted","In Progress (76%)","","2026-02-26","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080403","260301","Nicholas P Pipino Assoc, Inc. / 260301","Order Track AKF","No - deleted","In Progress (26%)","","2026-03-03","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080454","260302","The Executive Office of The President / 260302","Order Track AKF","No - deleted","In Progress (100%)","","2026-03-09","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080451","260304","Business Interiors / 260304","Order Track AKF","No - deleted","In Progress (13%)","","2026-03-13","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080325","260305","Business Interiors / 260305","Order Track AKF","No - deleted","In Progress (13%)","","2026-03-19","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080330","260306-A","Hi - Touch / 260306-A","Order Track AKF","No - deleted","In Progress (13%)","","2026-03-23","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080331","260306-B","Hi - Touch / 260306-B","Order Track AKF","No - deleted","In Progress (13%)","","2026-03-23","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080405","260306-C","Hi - Touch / 260306-C","Order Track AKF","No - deleted","In Progress (13%)","","2026-03-23","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080411","260401","Creative Office Resources / 260401","Order Track AKF","No - deleted","In Progress (26%)","","2026-04-13","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080408","260403","Business Interiors / 260403","Order Track AKF","No - deleted","In Progress (13%)","","2026-04-15","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192086261","260404","Business Interiors / 260404","Order Track AKF","No - deleted","In Progress (88%)","","2026-04-22","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080409","260406","Commercial Interiors /260406","Order Track AKF","No - deleted","In Progress (13%)","","2026-04-30","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192086262","260501","Business Interiors / 260501","Order Track AKF","No - deleted","In Progress (13%)","","2026-04-15","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080414","260502","Create Spaces / 260502","Order Track AKF","No - deleted","In Progress (13%)","","2026-05-07","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192080410","260503","Business Interiors / 260503","Order Track AKF","No - deleted","In Progress (13%)","","2026-05-05","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883545263","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T17:33:27.975Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883546469","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T17:33:51.077Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883557902","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T17:34:07.295Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883558706","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T17:34:16.076Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883553360","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T17:34:23.286Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883574836","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T18:24:56.453Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883994070","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T18:08:32.543Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12884002770","260809","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T18:08:42.277Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12882907594","260810","Business Interiors / 260809","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T18:25:14.926Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883378134","260811","Business Interiors / 260811","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T17:21:04.078Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12883980365","260812","Business Interiors / 260812","New Orders 2026","No - deleted","Not Started","","2026-08-24","2026-08-24T18:08:24.130Z","The Monday card no longer exists.",""
"Deleted card (safe deletion candidate)","Delete from old Monday list","","12192086265","9636","JC White / 9636","Order Track AKF","No - deleted","In Progress (88%)","","2022-08-01","2026-06-09T21:00:07.253Z","The Monday card no longer exists.",""
"Historical shipped card","Keep for review","","5555663907","231113","Office Interiors OK / 231113 (5/27)","Shipped Orders AKF","Yes","In Progress (87%)","","2023-11-22","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5771509641","240101","EvensonBest / 240101","Shipped Orders AKF","Yes","In Progress (87%)","","2023-12-27","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5774084221","240102","Benhar / 240102","Shipped Orders AKF","Yes","In Progress (87%)","","2023-12-28","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5818590461","240103","Inside Source / 240103","Shipped Orders AKF","Yes","In Progress (88%)","","2024-01-09","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5841658440","240105","EvensonBest / 240105 (ready to go)","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-05","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5845914316","240106","EvensonBest / 240106 (Arrotex - 5/6)","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-12","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5846868985","240107","Hi Touch / 240107","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-12","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5883830751","240108","Soyka Smith / 240108","Shipped Orders AKF","Yes","In Progress (75%)","","2024-01-18","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5912807359","240109","EvensonBest / 240109","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-22","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5934014925","240110","Price Modern / 240110 (5/6)","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-25","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5937994625","240111","Look Henricksen / 240111","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-26","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5940601952","240112","Complete Furniture Solution / 240112 (4/25)","Shipped Orders AKF","Yes","In Progress (87%)","","2024-01-26","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","5979466693","240201","S-O-S / 240201 (6/17)","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-01","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6001398469","240202","Arnco Construction,Inc. / 240202","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-02","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6027497760","240203","S-O-S / 240203","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-07","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6027497814","240204","HJay Chicoy, LLC / 240204","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-07","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6080787933","240205","Alianza Duffy / 240205","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-15","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6081374625","240206","EvensonBest / 240206","Shipped Orders AKF","Yes","In Progress (63%)","","2024-02-16","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6107026728","240207","CFI / 240111","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-20","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6108079199","240208","360 office Solutions / 240208","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-19","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6124456918","240209","Empire Office / 240209","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-23","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6145868185","240210","Henricksen / 240210","Shipped Orders AKF","Yes","In Progress (87%)","","2024-02-26","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6146977957","240211","AFD / 240211 (7/31)","Shipped Orders AKF","Yes","In Progress (100%)","","2024-02-27","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6146978010","240212","AFD / 240212 (7/31)","Shipped Orders AKF","Yes","In Progress (100%)","","2024-02-27","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
